x,y,z,yaw,velocity,change_flag
-68.4720,4.3120,0.0381,-3.1013,9.6462,0
-69.4776,4.2910,0.0365,-3.1123,8.9614,0
-70.5133,4.2998,0.0355,-3.1330,9.8585,0
-71.5367,4.2953,0.0352,-3.1351,11.1289,0
-72.7025,4.2877,0.0350,-3.1351,12.9466,0
-73.8898,4.2800,0.0345,-3.1352,15.5365,0
-75.0620,4.2725,0.0342,-3.1353,18.0658,0
-76.1269,4.2658,0.0350,-3.1353,19.9889,0
-77.3036,4.2584,0.0347,-3.1354,21.9989,0
-78.5891,4.2503,0.0346,-3.1354,23.9393,0
-79.6163,4.2440,0.0347,-3.1355,24.8230,0
-80.6498,4.2377,0.0353,-3.1355,24.8114,0
-81.6806,4.2314,0.0358,-3.1355,24.6941,0
-82.7091,4.2251,0.0361,-3.1355,24.6868,0
-83.8035,4.2184,0.0352,-3.1355,27.4270,0
-84.9978,4.2111,0.0344,-3.1356,29.5952,0
-86.2763,4.2035,0.0341,-3.1357,31.4745,0
-87.6226,4.1955,0.0342,-3.1358,32.9378,0
-89.0220,4.1874,0.0345,-3.1358,34.0514,0
-90.4594,4.1791,0.0348,-3.1359,34.8244,0
-91.9238,4.1707,0.0351,-3.1359,35.3878,0
-93.4086,4.1622,0.0354,-3.1359,35.8310,0
-94.9103,4.1537,0.0356,-3.1359,36.2053,0
-95.9196,4.1480,0.0356,-3.1360,36.4309,0
-96.9346,4.1423,0.0357,-3.1360,36.5712,0
-97.9496,4.1365,0.0359,-3.1360,36.5156,0
-98.9628,4.1308,0.0360,-3.1360,36.4515,0
-99.9742,4.1252,0.0361,-3.1360,36.3870,0
-100.9839,4.1195,0.0362,-3.1360,36.3225,0
-101.9917,4.1138,0.0362,-3.1360,36.2581,0
-103.4269,4.1058,0.0374,-3.1359,33.0278,0
-104.7272,4.0984,0.0387,-3.1358,29.8001,0
-105.8958,4.0916,0.0394,-3.1356,26.6856,0
-106.9384,4.0855,0.0398,-3.1355,23.7307,0
-108.1466,4.0782,0.0398,-3.1354,20.2125,0
-109.1676,4.0719,0.0390,-3.1353,17.0504,0
-110.2595,4.0651,0.0378,-3.1353,14.9335,0
-111.3043,4.0585,0.0364,-3.1353,15.4675,0
-112.4438,4.0513,0.0351,-3.1353,17.3033,0
-113.4593,4.0449,0.0354,-3.1354,19.1405,0
-114.5817,4.0379,0.0350,-3.1354,21.2341,0
-115.8197,4.0303,0.0346,-3.1355,23.3454,0
-117.1334,4.0223,0.0351,-3.1355,23.6188,0
-118.4444,4.0143,0.0358,-3.1355,23.5384,0
-119.7625,4.0065,0.0358,-3.1357,24.6540,0
-120.8497,4.0021,0.0348,-3.1369,27.1659,0
-122.0353,4.0003,0.0341,-3.1391,29.3698,0
-123.2970,4.0012,0.0341,3.1415,30.9349,0
-124.6102,4.0054,0.0344,3.1389,31.8624,0
-125.9412,4.0127,0.0351,3.1366,31.9068,0
-127.2568,4.0202,0.0359,3.1358,31.2441,0
-128.5334,4.0276,0.0366,3.1357,30.1238,0
-129.7572,4.0349,0.0372,3.1357,28.7654,0
-130.9224,4.0417,0.0376,3.1358,27.3350,0
-132.0296,4.0481,0.0377,3.1358,26.2089,0
-133.1168,4.0544,0.0373,3.1358,25.9609,0
-134.2022,4.0606,0.0368,3.1358,26.1184,0
-135.2836,4.0668,0.0365,3.1358,25.8128,0
-136.3240,4.0728,0.0371,3.1359,23.5359,0
-137.4978,4.0796,0.0388,3.1360,19.4863,0
-138.4987,4.0851,0.0381,3.1361,17.2368,0
-139.6875,4.0917,0.0366,3.1361,17.3597,0
-140.6878,4.0972,0.0362,3.1361,18.6247,0
-141.7731,4.1032,0.0356,3.1360,20.4483,0
-142.9625,4.1098,0.0349,3.1360,22.4230,0
-144.2628,4.1171,0.0347,3.1359,24.1430,0
-145.5916,4.1247,0.0354,3.1359,24.0646,0
-146.9161,4.1322,0.0360,3.1359,23.9857,0
-147.9319,4.1380,0.0356,3.1359,25.4211,0
-149.0561,4.1444,0.0345,3.1358,28.1297,0
-150.2818,4.1515,0.0339,3.1357,30.4141,0
-151.6000,4.1593,0.0338,3.1356,32.5745,0
-153.0036,4.1677,0.0338,3.1355,34.5591,0
-154.4859,4.1767,0.0339,3.1354,36.3462,0
-155.5117,4.1830,0.0341,3.1354,37.3259,0
-156.5610,4.1895,0.0343,3.1353,38.0611,0
-157.6250,4.1961,0.0346,3.1353,38.4151,0
-158.6895,4.2028,0.0351,3.1353,38.1997,0
-159.7405,4.2095,0.0357,3.1353,37.5643,0
-160.7698,4.2159,0.0364,3.1353,36.6918,0
-161.7726,4.2223,0.0369,3.1354,35.6871,0
-163.2592,4.2315,0.0369,3.1354,35.5608,0
-164.7175,4.2406,0.0371,3.1354,34.0201,0
-166.0284,4.2488,0.0387,3.1356,29.2717,0
-167.1158,4.2554,0.0406,3.1358,23.3866,0
-168.1652,4.2616,0.0416,3.1362,15.1800,0
-169.2214,4.2674,0.0342,3.1364,4.4383,0
-170.2291,4.2726,0.0345,3.1364,8.3842,0
-171.2882,4.2781,0.0348,3.1364,10.4620,0
-172.3745,4.2838,0.0350,3.1363,11.7842,0
