x,y,z,yaw,velocity,change_flag
188.8542,307.3981,0.0690,-0.0410,11.2532,0
189.9379,307.3537,0.0694,-0.0410,10.9544,0
190.9716,307.3113,0.0697,-0.0410,10.3634,0
192.0535,307.2439,0.0700,-0.0545,9.0114,0
193.0518,307.1011,0.0700,-0.1029,7.2017,0
194.0398,306.8506,0.0685,-0.1817,5.1473,0
194.9946,306.5066,0.0652,-0.2696,6.4951,0
195.9405,306.0640,0.0629,-0.3619,8.2448,0
196.8960,305.4962,0.0608,-0.4627,9.3270,0
197.7663,304.8369,0.0581,-0.5692,10.1037,0
198.5091,304.1338,0.0564,-0.6727,10.7162,0
199.2034,303.3045,0.0556,-0.7880,11.2756,0
199.8029,302.3726,0.0556,-0.9115,11.0309,0
200.2471,301.4448,0.0559,-1.0291,9.9352,0
200.5777,300.4554,0.0560,-1.1507,8.7053,0
200.7818,299.4498,0.0559,-1.2704,7.6697,0
200.8868,298.4200,0.0550,-1.3780,8.9994,0
200.9293,297.3160,0.0547,-1.4664,10.6634,0
200.9088,296.2245,0.0549,-1.5368,11.4564,0
200.8604,295.1099,0.0553,-1.5813,11.3618,0
200.8344,294.0551,0.0558,-1.5886,10.2463,0
200.8158,293.0147,0.0561,-1.5886,8.5573,0
200.7965,291.9297,0.0556,-1.5886,7.9188,0
200.7784,290.9103,0.0545,-1.5886,10.4928,0
200.7577,289.7536,0.0541,-1.5887,13.2249,0
200.7361,288.5411,0.0539,-1.5887,15.7435,0
200.7150,287.3712,0.0539,-1.5888,17.8034,0
200.6964,286.3345,0.0549,-1.5888,19.3291,0
200.6762,285.2149,0.0548,-1.5889,20.6709,0
200.6549,284.0374,0.0549,-1.5889,21.2995,0
200.6337,282.8651,0.0556,-1.5888,20.6074,0
200.6136,281.7657,0.0566,-1.5886,18.8002,0
200.5916,280.5377,0.0563,-1.5885,16.8571,0
200.5718,279.4209,0.0563,-1.5884,15.5189,0
200.5535,278.3857,0.0562,-1.5884,14.3020,0
200.5339,277.2713,0.0564,-1.5884,12.5559,0
200.5140,276.1414,0.0563,-1.5884,10.9130,0
200.4952,275.0664,0.0554,-1.5884,11.5615,0
200.4768,274.0170,0.0545,-1.5884,13.6719,0
200.4586,272.9868,0.0540,-1.5884,15.8254,0
200.4382,271.8274,0.0541,-1.5885,17.3391,0
200.4162,270.5816,0.0553,-1.5885,18.4533,0
200.3976,269.5349,0.0554,-1.5885,19.0347,0
200.3784,268.4640,0.0555,-1.5884,19.1459,0
200.3600,267.4241,0.0561,-1.5883,18.1659,0
200.3424,266.4178,0.0561,-1.5884,18.2576,0
200.3246,265.4117,0.0560,-1.5879,18.0009,0
200.3034,264.1756,0.0552,-1.5878,17.3955,0
200.2839,263.0261,0.0560,-1.5878,15.7642,0
200.2664,261.9977,0.0564,-1.5877,13.9935,0
200.2480,260.9173,0.0565,-1.5877,12.0916,0
200.2298,259.8408,0.0564,-1.5877,10.1997,0
200.2082,258.7833,0.0559,-1.5900,9.2987,0
200.1444,257.7528,0.0555,-1.6143,9.2569,0
199.6974,256.3802,0.0543,-1.5751,12.2973,0
199.6927,255.2827,0.0547,-1.5751,13.9315,0
199.6884,254.2678,0.0566,-1.5751,15.1939,0
199.6838,253.1670,0.0567,-1.5751,16.4182,0
199.6787,251.9840,0.0577,-1.5751,17.5721,0
199.6747,250.9813,0.0606,-1.5751,18.4543,0
199.6705,249.9309,0.0607,-1.5751,19.1830,0
199.6657,248.8342,0.0611,-1.5751,20.0120,0
199.6611,247.6958,0.0614,-1.5753,20.6755,0
199.6548,246.2266,0.0618,-1.5751,21.6327,0
199.6495,245.0069,0.0613,-1.5752,22.3790,0
199.6441,243.7496,0.0608,-1.5752,22.9327,0
199.6385,242.4760,0.0604,-1.5751,22.9530,0
199.6329,241.2196,0.0585,-1.5751,22.4335,0
199.6274,239.9997,0.0583,-1.5751,21.7023,0
199.6222,238.8207,0.0567,-1.5751,20.9642,0
199.6171,237.6819,0.0561,-1.5750,20.2749,0
199.6122,236.5799,0.0562,-1.5750,19.6567,0
199.6066,235.2484,0.0563,-1.5753,18.7649,0
199.6021,234.2139,0.0563,-1.5753,18.3145,0
199.5977,233.1983,0.0562,-1.5753,18.0892,0
199.5933,232.1868,0.0560,-1.5752,18.1251,0
199.5890,231.1683,0.0558,-1.5752,18.3156,0
199.5845,230.1368,0.0557,-1.5752,18.5785,0
199.5800,229.0899,0.0556,-1.5752,18.8710,0
199.5756,228.0266,0.0556,-1.5752,19.1701,0
199.5710,226.9469,0.0556,-1.5752,19.4638,0
199.5663,225.8514,0.0556,-1.5752,19.7449,0
199.5616,224.7418,0.0556,-1.5752,19.9778,0
199.5569,223.6197,0.0556,-1.5751,20.2138,0
199.5521,222.4825,0.0556,-1.5751,20.5237,0
199.5472,221.3262,0.0555,-1.5751,20.8910,0
199.5423,220.1488,0.0555,-1.5751,21.2844,0
199.5371,218.9498,0.0555,-1.5751,21.6774,0
199.5320,217.7293,0.0555,-1.5751,22.0617,0
199.5267,216.4877,0.0555,-1.5751,22.4468,0
199.5213,215.2251,0.0555,-1.5751,22.8225,0
199.5144,213.6182,0.0555,-1.5750,23.4081,0
199.5088,212.3118,0.0555,-1.5750,23.7128,0
199.5032,210.9996,0.0557,-1.5749,23.5468,0
199.4966,209.4089,0.0563,-1.5752,22.2244,0
199.4915,208.2098,0.0567,-1.5752,20.8621,0
199.4868,207.0963,0.0571,-1.5752,19.1076,0
199.4826,206.0878,0.0567,-1.5752,17.4327,0
199.4776,204.9408,0.0564,-1.5751,15.7075,0
199.4730,203.8860,0.0562,-1.5751,14.9715,0
199.4686,202.8402,0.0556,-1.5751,15.2004,0
199.4639,201.7662,0.0552,-1.5751,15.7170,0
199.4591,200.6503,0.0550,-1.5751,16.3928,0
199.4540,199.4830,0.0549,-1.5752,17.1939,0
199.4487,198.2546,0.0552,-1.5752,18.1563,0
199.4441,197.2193,0.0555,-1.5752,18.9395,0
199.4393,196.1321,0.0552,-1.5752,19.9048,0
199.4343,194.9927,0.0551,-1.5753,20.8311,0
199.4290,193.8061,0.0551,-1.5753,21.5942,0
199.4235,192.5892,0.0553,-1.5753,21.9081,0
199.4180,191.3876,0.0559,-1.5751,21.0583,0
199.4121,190.2624,0.0567,-1.5754,19.3412,0
199.4041,189.2404,0.0565,-1.5770,17.6771,0
199.3926,188.0783,0.0564,-1.5793,15.8795,0
199.3780,186.8513,0.0566,-1.5814,13.7232,0
199.3605,185.7920,0.0565,-1.5848,11.8530,0
199.3386,184.7368,0.0564,-1.5886,9.9977,0
199.3116,183.7316,0.0562,-1.5935,8.2302,0
199.2737,182.7216,0.0560,-1.6016,6.4522,0
199.2084,181.6649,0.0558,-1.6195,4.5795,0
199.0906,180.6354,0.0545,-1.6549,5.2109,0
198.9226,179.6068,0.0550,-1.6976,8.1492,0
198.6760,178.5206,0.0699,-1.7540,9.0556,0
198.3047,177.4204,0.0845,-1.8406,7.4716,0
197.8130,176.4713,0.0884,-1.9581,5.3705,0
197.1908,175.6441,0.1115,-2.0972,6.2389,0
196.4479,174.9206,0.1197,-2.2456,8.1260,0
195.5583,174.2947,0.1385,-2.4086,6.8550,0
194.6431,173.8740,0.1725,-2.5696,4.3000,0
193.5222,173.5971,0.1871,-2.7632,5.8266,0
192.4389,173.5305,0.2196,-2.9427,7.7420,0
