x,y,z,yaw,velocity,change_flag
207.0851,16.7081,0.0362,1.5634,51.3676,0
207.0957,18.1343,0.0362,1.5634,51.3270,0
207.1062,19.5594,0.0362,1.5634,51.2887,0
207.1168,20.9835,0.0362,1.5634,51.2523,0
207.1272,22.4065,0.0362,1.5635,51.2174,0
207.1374,23.8287,0.0362,1.5636,51.1839,0
207.1469,25.2499,0.0362,1.5640,51.1515,0
207.1541,26.6702,0.0362,1.5655,51.1196,0
207.1575,28.0897,0.0362,1.5682,51.0882,0
207.1561,29.5083,0.0362,1.5722,51.0576,0
207.1489,30.9260,0.0362,1.5767,51.0281,0
207.1356,32.3429,0.0362,1.5816,50.9993,0
207.1152,33.7589,0.0362,1.5868,50.9709,0
207.0881,35.1741,0.0362,1.5918,50.9439,0
207.0578,36.5884,0.0362,1.5948,50.9185,0
207.0250,38.0021,0.0362,1.5960,50.8936,0
206.9903,39.4150,0.0362,1.5965,50.8693,0
206.9545,40.8271,0.0362,1.5967,50.8425,0
206.9183,42.2384,0.0362,1.5967,50.8102,0
206.8818,43.6488,0.0362,1.5968,50.7740,0
206.8452,45.0580,0.0362,1.5968,50.7351,0
206.8087,46.4662,0.0362,1.5968,50.6945,0
206.7722,47.8733,0.0362,1.5968,50.6543,0
206.7356,49.2793,0.0362,1.5968,50.6181,0
206.6991,50.6843,0.0362,1.5968,50.5869,0
206.6627,52.0886,0.0362,1.5968,50.5597,0
206.6262,53.4922,0.0362,1.5968,50.5354,0
206.5898,54.8951,0.0362,1.5968,50.5135,0
206.5533,56.2975,0.0362,1.5967,50.4935,0
206.5169,57.6993,0.0362,1.5967,50.4750,0
206.4806,59.1006,0.0362,1.5967,50.4562,0
206.4443,60.5013,0.0362,1.5967,50.4277,0
206.4079,61.9004,0.0362,1.5967,50.3427,0
206.3717,63.2954,0.0363,1.5967,50.1467,0
206.3357,64.6829,0.0364,1.5967,49.8203,0
206.3000,66.0587,0.0365,1.5968,49.3322,0
206.2647,67.4179,0.0368,1.5968,48.6540,0
206.2300,68.7552,0.0370,1.5968,47.7928,0
